customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,monthly_tenure
1207-BLKSA,Female,0,Yes,Yes,2,0,2,Mailed check,$23.05,"$1,255.10",No,54
1208-DNHLN,Male,0,Yes,Yes,2,1,1,Credit card (automatic),$48.35,"$1,067.15",Yes,22
1208-NBVFH,Male,0,Yes,Yes,1,1,0,Electronic check,$49.60,$939.80,No,19
1209-VFFOC,Male,0,Yes,Yes,0,1,2,Mailed check,$56.40,"$3,948.45",No,70
1212-GLHMD,Male,0,No,No,1,2,0,Mailed check,$86.05,$244.85,No,3
1213-NGCUN,Female,0,No,No,1,1,0,Bank transfer (automatic),$49.65,$267.35,Yes,5
1215-EXRMO,Male,0,Yes,No,1,0,2,Mailed check,$20.55,"$1,067.65",No,52
1215-FIGMP,Male,0,No,No,2,2,0,Bank transfer (automatic),$89.90,"$5,450.70",No,61
1215-VFYVK,Female,0,No,No,0,1,0,Mailed check,$48.25,$202.25,No,4
1216-BGTSP,Male,0,No,No,2,2,0,Credit card (automatic),$108.45,"$4,964.70",No,46
1216-JWVUX,Male,0,Yes,Yes,1,2,0,Electronic check,$75.50,"$1,901.05",No,25
1217-VASWC,Male,1,Yes,No,1,2,1,Bank transfer (automatic),$100.55,"$4,304.00",No,43
1218-VKFPE,Female,0,Yes,Yes,1,0,0,Mailed check,$19.00,$233.55,Yes,12
1219-NNDDO,Female,0,No,No,2,2,0,Electronic check,$76.85,$663.55,No,9
1221-GHZEP,Female,0,No,No,1,1,2,Mailed check,$65.10,"$3,846.75",No,59
1222-KJNZD,Male,0,Yes,Yes,1,0,0,Bank transfer (automatic),$20.40,$745.30,No,37
1222-LRYKO,Male,0,No,Yes,2,0,0,Mailed check,$26.35,$184.05,No,7
1223-UNPKS,Male,0,Yes,Yes,1,0,2,Mailed check,$20.05,$400.00,No,20
1226-IENZN,Male,1,No,No,1,2,0,Electronic check,$78.75,"$1,218.25",No,15
1226-JZNKR,Female,0,Yes,Yes,1,0,1,Electronic check,$19.80,$160.05,No,8
1226-UDFZR,Female,0,No,No,1,1,0,Mailed check,$49.60,$114.70,Yes,2
1227-UDMZR,Female,0,Yes,No,2,1,2,Bank transfer (automatic),$91.15,"$6,637.90",No,73
1228-FZFRV,Male,0,Yes,Yes,2,2,0,Credit card (automatic),$105.95,"$5,341.80",Yes,50
1228-ZLNBX,Male,0,No,No,2,2,0,Mailed check,$75.30,"$1,570.70",No,21
1229-RCALF,Female,0,Yes,No,2,2,1,Electronic check,$115.00,"$7,396.15",No,64
1230-QAJDW,Male,0,No,No,2,1,0,Mailed check,$65.25,$209.90,No,3
1231-YNDEK,Male,0,No,No,1,0,2,Bank transfer (automatic),$19.15,"$1,035.50",No,54
1236-WFCDV,Male,1,No,No,1,2,0,Credit card (automatic),$90.45,"$1,266.10",Yes,14
1237-WIYYZ,Female,0,No,No,1,0,0,Mailed check,$19.55,$389.25,No,20
1240-HCBOH,Female,0,No,No,2,0,2,Mailed check,$26.10,"$1,759.55",No,67
1240-KNSEZ,Male,0,No,No,1,0,0,Mailed check,$20.10,$20.10,Yes,1
1241-EZFMJ,Male,0,Yes,No,2,0,2,Bank transfer (automatic),$25.45,"$1,538.60",No,60
1241-FPMOF,Male,0,No,No,1,0,2,Mailed check,$19.65,"$1,025.05",No,52
1245-HARPS,Female,0,Yes,No,1,0,2,Mailed check,$20.40,$292.40,No,14
1247-QBVSH,Female,0,Yes,Yes,1,1,0,Mailed check,$50.20,"$2,169.40",No,43
1248-DYXUB,Male,0,Yes,Yes,2,0,2,Mailed check,$24.80,"$1,229.10",No,50
1251-KRREG,Male,0,No,No,2,1,0,Mailed check,$54.40,$114.10,Yes,2
1251-STYSZ,Female,1,No,No,2,2,0,Electronic check,$80.25,$303.70,No,4
1254-IZEYF,Female,1,No,No,2,2,0,Electronic check,$99.95,"$3,186.65",Yes,32
1257-SXUXQ,Male,0,Yes,Yes,1,0,0,Mailed check,$19.45,$86.05,No,4
1258-YMZNM,Female,1,No,No,2,2,1,Bank transfer (automatic),$110.50,"$2,857.60",No,26
1260-TTRXI,Male,0,No,No,1,1,0,Electronic check,$54.30,$195.30,Yes,4
1261-FWTTE,Male,1,No,No,0,1,0,Bank transfer (automatic),$34.65,$768.45,No,22
1262-OPMFY,Female,0,Yes,No,1,2,0,Bank transfer (automatic),$75.75,$655.90,Yes,9
1264-BYWMS,Male,0,No,No,2,2,0,Electronic check,$96.80,"$5,283.95",Yes,55
1264-FUHCX,Female,0,Yes,No,0,1,1,Credit card (automatic),$56.30,"$2,780.60",No,49
1265-BCFEO,Female,0,Yes,No,2,1,2,Bank transfer (automatic),$80.45,"$5,662.25",No,70
1265-HVPZB,Male,0,Yes,No,1,1,1,Credit card (automatic),$66.40,"$3,958.20",No,60
1265-XTECC,Female,1,Yes,No,2,2,1,Credit card (automatic),$96.55,"$6,581.90",Yes,68
1265-ZFOSD,Female,0,Yes,No,2,1,2,Mailed check,$81.30,"$5,129.30",No,63
1266-NZYUI,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),$66.85,"$4,758.80",No,71
1268-ASBGA,Female,1,Yes,No,2,2,0,Credit card (automatic),$85.35,"$1,375.15",Yes,16
1269-FOYWN,Male,0,Yes,Yes,1,0,1,Bank transfer (automatic),$20.00,$860.85,No,43
1270-XKUCC,Female,0,Yes,Yes,1,0,2,Mailed check,$19.70,$599.25,No,30
1271-SJBGZ,Male,1,No,No,0,1,0,Electronic check,$43.65,$526.95,Yes,12
1271-UODNO,Male,0,No,No,2,1,2,Credit card (automatic),$53.85,"$2,200.70",No,41
1272-ILHFG,Male,0,Yes,Yes,1,0,1,Mailed check,$19.65,$332.65,No,17
1273-MTETI,Female,1,No,No,2,2,0,Electronic check,$88.85,$372.45,Yes,4
1282-IHQAC,Male,1,No,No,0,1,1,Credit card (automatic),$44.05,"$3,011.65",No,68
1285-OKIPP,Male,0,No,No,1,2,0,Electronic check,$79.90,$79.90,Yes,1
1291-CUOCY,Male,0,Yes,No,2,2,2,Credit card (automatic),$110.60,"$7,962.20",No,72
1293-BSEUN,Female,0,Yes,Yes,1,0,2,Mailed check,$20.70,"$1,482.30",No,72
1293-HHSHJ,Female,0,No,No,1,0,1,Mailed check,$21.10,$741.00,No,35
1297-VQDRP,Male,1,Yes,Yes,2,2,1,Credit card (automatic),$107.15,"$7,379.80",No,69
1298-PHBTI,Male,0,Yes,Yes,2,2,2,Electronic check,$84.80,"$6,152.40",No,73
1299-AURJA,Female,0,Yes,Yes,2,0,2,Bank transfer (automatic),$24.70,"$1,685.90",No,68
1301-LOPVR,Male,0,Yes,Yes,0,1,1,Credit card (automatic),$55.35,"$1,636.95",No,30
1302-TPUBN,Male,0,No,No,1,0,2,Bank transfer (automatic),$19.35,"$1,240.80",No,64
1302-UHBDD,Male,1,No,No,1,2,0,Electronic check,$89.95,"$1,648.45",No,18
1303-SRDOK,Female,0,Yes,Yes,1,2,2,Credit card (automatic),$69.05,"$3,842.60",No,56
1304-BCCFO,Male,0,Yes,No,1,1,0,Mailed check,$70.05,$564.40,No,8
1304-NECVQ,Female,1,No,No,2,2,0,Electronic check,$78.55,$149.55,Yes,2
1304-SEGFY,Female,0,Yes,No,2,2,2,Electronic check,$97.85,"$6,841.30",No,70
1306-RPWXZ,Female,0,No,Yes,1,0,2,Credit card (automatic),$20.45,"$1,024.65",No,50
1307-ATKGB,Male,0,No,No,1,2,0,Electronic check,$89.55,"$2,187.15",No,24
1307-TVUFB,Male,1,No,No,2,2,0,Bank transfer (automatic),$79.35,"$3,344.10",No,42
1309-BXVOQ,Male,0,Yes,No,2,2,0,Electronic check,$106.10,"$2,249.95",Yes,21
1309-XGFSN,Male,1,Yes,Yes,2,1,1,Electronic check,$80.85,"$4,079.55",No,50
1310-QRITU,Female,0,No,No,2,1,0,Electronic check,$50.30,$913.30,No,18
1319-YLZJG,Male,0,Yes,No,1,2,0,Electronic check,$84.60,$959.90,No,11
1320-GVNHT,Male,0,Yes,Yes,2,2,2,Credit card (automatic),$108.40,"$7,767.25",No,72
1320-HTRDR,Female,0,No,No,2,2,0,Electronic check,$75.50,$220.60,Yes,3
1320-REHCS,Male,1,No,No,2,2,0,Electronic check,$110.75,"$5,832.00",No,53
1322-AGOQM,Male,0,No,No,0,1,0,Bank transfer (automatic),$30.30,"$1,380.10",Yes,46
1323-OOEPC,Female,0,Yes,No,2,2,0,Credit card (automatic),$98.40,"$5,149.50",Yes,52
1324-NLTJE,Female,1,No,No,2,1,0,Credit card (automatic),$55.00,$757.10,Yes,14
1325-USMEC,Male,0,Yes,No,2,2,2,Credit card (automatic),$99.35,"$6,944.50",No,70
1328-EUZHC,Female,0,Yes,No,1,0,2,Mailed check,$20.10,$370.50,No,18
1329-VHWNP,Female,0,No,No,0,1,0,Bank transfer (automatic),$25.05,$189.95,No,8
1333-PBMXB,Female,0,Yes,Yes,2,0,1,Bank transfer (automatic),$24.75,"$1,342.15",No,54
1334-FJSVR,Male,0,No,No,0,1,0,Electronic check,$24.25,$24.25,Yes,1
1334-PDUKM,Female,0,Yes,No,2,2,1,Credit card (automatic),$86.45,"$5,762.95",No,67
1335-HQMKX,Female,0,Yes,No,2,2,1,Electronic check,$101.35,"$7,323.15",No,72
1335-MXCSE,Male,0,Yes,Yes,1,1,2,Credit card (automatic),$55.25,"$3,119.90",No,56
1335-NTIUC,Male,0,No,No,0,1,0,Electronic check,$24.95,$190.25,No,8
1336-EZFZY,Female,0,No,No,1,0,0,Mailed check,$20.05,$83.30,No,4
1337-BOZWO,Male,0,Yes,Yes,0,1,1,Credit card (automatic),$46.40,$812.40,No,18
1338-CECEE,Male,0,Yes,Yes,2,1,1,Bank transfer (automatic),$68.50,"$2,839.95",No,41
1342-JPNKI,Male,0,No,No,2,2,0,Bank transfer (automatic),$86.05,$834.10,Yes,10
1343-EHPYB,Male,0,Yes,No,2,2,0,Electronic check,$103.40,"$6,603.00",Yes,64
1345-GKDZZ,Male,0,No,Yes,1,0,0,Mailed check,$19.55,$128.60,No,7
1345-ZUKID,Male,0,No,No,1,0,1,Mailed check,$19.35,$324.80,No,17
1346-PJWTK,Male,0,Yes,No,1,2,0,Credit card (automatic),$94.15,"$5,731.85",No,61
1346-UFHAX,Female,0,No,No,2,2,0,Credit card (automatic),$80.00,"$1,029.35",No,13
1347-KTTTA,Male,0,Yes,No,1,2,1,Credit card (automatic),$102.45,"$6,654.10",No,65
1349-WXNGG,Male,0,No,No,1,0,0,Bank transfer (automatic),$20.05,$20.05,Yes,1
1352-HNSAW,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),$115.60,"$8,220.40",No,71
1352-VHKAJ,Male,0,Yes,Yes,2,1,0,Bank transfer (automatic),$71.60,"$1,957.10",No,27
1353-GHZOS,Male,0,Yes,No,1,1,1,Bank transfer (automatic),$59.75,"$1,374.35",No,23
1353-LJWEM,Male,0,No,No,1,1,0,Electronic check,$60.90,$688.50,No,11
1354-YZFNB,Male,0,Yes,Yes,1,0,2,Credit card (automatic),$19.55,$68.80,No,4
1355-KUSBG,Female,0,Yes,Yes,2,1,0,Electronic check,$48.80,$349.80,No,7
1356-MKYSK,Male,0,No,No,1,1,0,Credit card (automatic),$78.65,$483.30,No,6
1357-BIJKI,Male,0,Yes,No,2,2,1,Electronic check,$98.25,"$4,858.70",No,49
1357-MVDOZ,Male,0,Yes,Yes,1,1,0,Bank transfer (automatic),$59.65,$683.25,No,11
1360-JYXKQ,Female,1,Yes,No,1,2,1,Electronic check,$99.10,"$5,437.10",No,55
1360-RCYRT,Male,0,Yes,Yes,0,1,0,Bank transfer (automatic),$30.35,$678.75,No,22
1360-XFJMR,Female,0,Yes,No,2,2,1,Credit card (automatic),$109.70,"$7,344.45",No,67
1363-TXLSL,Male,1,Yes,No,1,2,0,Electronic check,$70.30,$70.30,Yes,1
1370-GGAWX,Female,0,No,No,2,2,1,Electronic check,$94.15,"$4,408.45",No,47
1371-DWPAZ,Female,0,Yes,Yes,0,1,2,Credit card (automatic),$56.05,,No,0
1371-OJCEK,Female,0,No,No,2,0,1,Bank transfer (automatic),$24.35,1133.7,No,47
1371-WEPDS,Male,1,Yes,No,1,1,1,Electronic check,$55.80,2283.3,No,41
1373-ORVIZ,Female,0,Yes,Yes,2,1,0,Electronic check,$66.35,740.8,Yes,11
1374-DMZUI,Female,1,No,No,2,2,0,Electronic check,$94.30,424.45,Yes,5
1376-HHBDV,Female,0,No,No,1,1,0,Mailed check,$48.80,1536.75,No,31
1379-FRVEB,Male,0,No,Yes,2,2,0,Electronic check,$91.00,1430.05,No,16
1383-EZRWL,Female,0,No,No,1,0,0,Mailed check,$20.05,164.85,Yes,8
1384-RCUXW,Male,0,No,No,2,2,0,Mailed check,$80.55,1248.9,No,16
1385-TQOZW,Female,0,No,No,1,0,0,Credit card (automatic),$20.45,147.55,No,7
1386-ZIKUV,Male,0,No,No,1,0,0,Mailed check,$18.95,130.55,No,7
1389-CXMLU,Male,1,No,No,2,2,0,Electronic check,$91.05,289.1,Yes,3
1389-WNUIB,Female,0,Yes,Yes,2,1,1,Bank transfer (automatic),$76.00,1588.75,No,21
1391-UBDAR,Male,0,No,No,1,2,0,Electronic check,$72.90,818.45,No,11
1393-IMKZG,Female,0,No,No,1,2,0,Electronic check,$95.85,95.85,No,1
1394-SUIUH,Female,1,Yes,No,1,2,0,Electronic check,$85.15,3670.5,No,43
1395-OFUWC,Male,0,Yes,Yes,0,1,0,Credit card (automatic),$29.30,1224.05,No,42
1395-WSWXR,Male,0,No,No,1,0,2,Mailed check,$20.75,487.05,No,23
1396-QWFBJ,Female,0,Yes,Yes,1,2,0,Bank transfer (automatic),$74.05,1565.7,Yes,21
1397-XKKWR,Male,0,No,No,0,1,1,Mailed check,$35.30,264.8,No,8
1399-OUPJN,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),$19.75,1272.05,No,64
1399-UBQIU,Male,0,No,No,1,1,0,Electronic check,$69.35,712.25,No,10
1400-MMYXY,Male,1,Yes,No,2,2,0,Electronic check,$105.90,334.65,Yes,3
1400-WIVLL,Male,0,Yes,No,2,2,2,Electronic check,$107.95,5969.85,No,55
1401-FTHFQ,Male,0,Yes,Yes,1,0,1,Credit card (automatic),$20.00,445.3,No,22
1402-PTHGN,Female,0,Yes,Yes,1,1,1,Mailed check,$61.50,1087.45,No,18
1403-GYAFU,Male,0,Yes,Yes,1,0,2,Credit card (automatic),$20.05,1360.25,No,68
1403-LKLIK,Female,0,Yes,Yes,1,0,1,Mailed check,$20.10,579.4,No,29
1406-PUQVY,Male,0,No,Yes,1,1,0,Electronic check,$49.90,49.9,No,1
1407-DIGZV,Female,0,Yes,Yes,1,0,2,Mailed check,$19.10,52,No,3
1409-PHXTF,Male,1,Yes,No,2,2,2,Electronic check,$110.45,6077.75,No,55
1410-RSCMR,Male,0,Yes,Yes,1,1,0,Credit card (automatic),$71.35,515.75,No,7
1414-YADCW,Male,0,Yes,No,1,2,2,Bank transfer (automatic),$84.60,5706.2,No,67
1415-YFWLT,Female,1,No,No,1,2,0,Electronic check,$89.30,89.3,Yes,1
1421-HCERK,Male,1,Yes,No,2,2,0,Bank transfer (automatic),$105.70,3181.8,No,30
1422-DGUBX,Male,0,Yes,No,2,2,1,Electronic check,$79.25,2619.15,No,33
1423-BMPBQ,Female,0,Yes,Yes,1,0,0,Mailed check,$19.00,19,No,1
1427-VERSM,Female,0,Yes,No,1,2,0,Electronic check,$98.70,5669.5,No,57
1428-GTBJJ,Male,0,No,No,1,2,0,Electronic check,$74.55,824.75,Yes,11
1428-IEDPR,Male,0,No,No,2,2,2,Electronic check,$109.30,5731.4,No,52
1429-UYJSV,Female,0,No,No,1,0,1,Mailed check,$19.70,260.9,No,13
1430-SFQSA,Male,0,No,No,0,1,1,Mailed check,$35.60,1072.6,No,30
1431-AIDJQ,Male,0,Yes,Yes,1,1,2,Credit card (automatic),$82.10,2603.1,No,32
1431-CYWMH,Female,0,Yes,Yes,1,0,0,Bank transfer (automatic),$19.05,454.05,No,24
1432-FPAXX,Female,0,No,No,0,1,0,Electronic check,$30.60,856.35,Yes,28
1436-ZMJAN,Female,0,Yes,No,1,1,0,Credit card (automatic),$67.80,653.15,No,10
1439-LCGVL,Female,0,Yes,No,1,0,1,Mailed check,$19.20,459.6,No,24
1442-BQPVU,Female,0,No,No,0,1,0,Electronic check,$29.15,357.15,No,12
1442-OKRJE,Male,0,Yes,Yes,1,2,1,Bank transfer (automatic),$103.15,7031.3,No,68
1444-VVSGW,Male,0,Yes,No,2,2,1,Credit card (automatic),$115.65,7968.85,Yes,69
1447-GIQMR,Male,0,Yes,No,1,2,0,Electronic check,$69.15,69.15,Yes,1
1447-PJGGA,Female,0,No,No,1,2,2,Electronic check,$95.25,5464.65,Yes,57
1448-CYWKC,Female,0,Yes,Yes,2,2,1,Credit card (automatic),$105.20,6225.4,No,59
1448-PWKYE,Male,0,Yes,Yes,1,2,0,Electronic check,$80.00,80,Yes,1
1449-XQEMT,Male,0,No,No,1,0,0,Mailed check,$19.80,58.15,Yes,3
1450-GALXR,Female,0,No,No,2,2,0,Electronic check,$98.50,1058.25,Yes,11
1450-SKCVI,Female,0,No,No,1,2,0,Electronic check,$73.85,4092.85,Yes,55
1452-KIOVK,Male,0,No,Yes,2,2,0,Credit card (automatic),$89.10,1949.4,No,22
1452-UZOSF,Male,0,Yes,Yes,2,2,2,Credit card (automatic),$106.10,7548.6,No,71
1452-VOQCH,Male,0,No,No,2,2,0,Electronic check,$75.10,75.1,No,1
1452-XRSJV,Female,0,Yes,Yes,1,1,0,Credit card (automatic),$51.05,2066,No,40
1453-RZFON,Female,0,No,Yes,1,1,0,Mailed check,$49.90,49.9,No,1
1455-ESIQH,Male,0,No,No,1,2,0,Electronic check,$89.10,89.1,Yes,1
1455-HFBXA,Male,0,Yes,No,2,2,2,Credit card (automatic),$91.60,4627.8,No,51
1455-UGQVH,Male,0,Yes,No,2,2,0,Electronic check,$98.50,1037.75,Yes,11
1456-TWCGB,Male,0,No,No,1,1,0,Mailed check,$49.25,208.45,No,4
1459-QNFQT,Male,0,Yes,Yes,0,1,2,Bank transfer (automatic),$59.50,4144.8,No,70
1460-UZPRJ,Male,0,Yes,No,1,0,2,Mailed check,$19.95,1258.15,No,63
1465-LNTLJ,Male,1,Yes,No,1,1,0,Credit card (automatic),$64.40,581.7,No,9
1465-VINDH,Female,0,Yes,Yes,2,2,0,Credit card (automatic),$102.10,1068.85,Yes,10
1465-WCZVT,Female,0,Yes,Yes,1,0,0,Mailed check,$19.65,60.65,No,3
1468-DEFNC,Male,1,Yes,Yes,2,0,2,Bank transfer (automatic),$24.40,1548.65,No,63
1469-LBJQJ,Female,0,Yes,No,2,2,0,Electronic check,$105.20,6936.85,No,66
1470-PSXNM,Male,0,Yes,Yes,2,2,1,Electronic check,$93.65,4520.15,No,48
1471-GIQKQ,Female,0,No,No,1,1,0,Electronic check,$49.95,49.95,No,1
1472-TNCWL,Male,0,No,Yes,1,2,0,Electronic check,$94.70,3512.5,No,37
1474-JUWSM,Female,0,Yes,No,2,1,1,Electronic check,$68.40,3972.25,No,58
1475-VWVDO,Male,0,No,No,1,2,0,Electronic check,$74.90,490.55,No,7
1478-VPOAD,Female,0,No,No,1,1,0,Electronic check,$43.80,43.8,No,1
1480-BKXGA,Male,1,Yes,No,2,2,2,Bank transfer (automatic),$116.05,8404.9,No,72
1480-IVEVR,Male,1,Yes,No,2,2,1,Bank transfer (automatic),$81.60,2815.25,No,35
1481-ZUWZA,Male,0,No,No,2,2,0,Credit card (automatic),$94.50,2659.4,Yes,28
1482-OXZSY,Male,0,No,No,2,2,0,Bank transfer (automatic),$100.40,2936.25,No,29
1485-YDHMM,Male,0,Yes,Yes,2,2,0,Bank transfer (automatic),$93.25,4631.7,No,50
1488-PBLJN,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),$116.85,8477.7,No,73
1488-SYSFC,Male,0,Yes,Yes,1,0,0,Electronic check,$20.65,702.05,No,34
1492-KGETH,Male,0,Yes,Yes,2,1,1,Bank transfer (automatic),$78.35,5445.95,No,70
1492-QGCLU,Male,0,Yes,Yes,2,1,0,Electronic check,$85.70,4616.1,No,54
1493-AMTIE,Male,0,No,No,1,0,0,Bank transfer (automatic),$20.20,20.2,Yes,1
1494-EJZDW,Female,0,Yes,Yes,1,0,2,Mailed check,$20.15,220.8,No,11
1496-GGSUK,Female,1,No,No,0,1,0,Mailed check,$25.70,25.7,Yes,1
1498-DQNRX,Female,0,Yes,No,1,0,0,Mailed check,$19.85,573.05,No,29
1498-NHTLT,Male,0,Yes,Yes,1,1,2,Electronic check,$86.75,5186,No,60
1501-SGHBW,Male,0,No,No,1,1,0,Mailed check,$45.85,81,Yes,2
1502-XFCVR,Female,0,No,No,1,2,1,Electronic check,$106.45,6145.85,Yes,58
1506-YJTYT,Male,0,Yes,Yes,2,1,2,Credit card (automatic),$73.85,3371,No,46
1508-DFXCU,Male,0,No,No,1,2,0,Electronic check,$81.45,912,No,11
1513-XNPPH,Female,0,No,No,1,2,0,Electronic check,$89.40,1095.65,Yes,12
1518-OMDIK,Male,0,Yes,No,1,1,0,Credit card (automatic),$44.55,1462.6,No,33
1518-VOWAV,Female,0,No,No,1,1,0,Electronic check,$74.65,703.55,Yes,9
1522-VVDMG,Male,0,Yes,Yes,1,2,0,Electronic check,$89.75,608.8,Yes,7
1525-LNLOJ,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),$63.30,4189.7,No,66
1527-SXDPN,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),$96.25,4990.25,Yes,52
1530-ZTDOZ,Female,0,Yes,No,0,1,0,Bank transfer (automatic),$40.65,2070.75,No,51
1534-OULXE,Female,0,Yes,Yes,1,1,1,Bank transfer (automatic),$49.70,2961.4,No,60
1535-VTJOQ,Female,0,No,No,2,0,2,Credit card (automatic),$25.15,553,No,22
1536-HBSWP,Female,0,No,No,1,1,0,Electronic check,$49.90,49.9,No,1
1536-YHDOE,Male,0,Yes,Yes,2,1,1,Mailed check,$62.10,1096.65,No,18
1539-LNKHM,Female,0,No,No,1,0,0,Mailed check,$20.40,266.6,No,13
1541-ETJZO,Male,0,No,No,2,1,0,Mailed check,$62.05,62.05,Yes,1
1543-LLLFT,Male,1,Yes,No,2,2,1,Mailed check,$98.30,6066.55,No,62
1544-JJMYL,Male,0,No,No,1,1,1,Credit card (automatic),$69.35,1927.3,No,28
1545-ACTAS,Female,0,Yes,Yes,1,2,1,Bank transfer (automatic),$99.70,4977.2,No,50
1545-JFUML,Male,0,Yes,No,2,2,2,Electronic check,$99.00,6994.6,No,71
1548-ARAGG,Female,0,Yes,Yes,2,1,0,Mailed check,$58.50,224.85,No,4
1548-FEHVL,Male,0,Yes,No,2,2,0,Electronic check,$106.20,6375.2,No,60
1550-EENBN,Female,0,No,No,2,2,0,Electronic check,$104.35,3205.6,No,31
1550-LOAHA,Female,0,Yes,No,1,2,0,Bank transfer (automatic),$84.15,2585.95,Yes,31
1552-AAGRX,Female,0,No,No,2,2,0,Bank transfer (automatic),$106.40,3211.9,No,30
1552-CZCLL,Female,0,Yes,Yes,1,0,0,Credit card (automatic),$20.00,1087.25,No,54
1552-TKMXS,Female,0,Yes,No,1,0,0,Credit card (automatic),$20.35,869.9,No,43
1555-DJEQW,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),$114.20,7723.9,Yes,68
1555-HAPSU,Female,0,Yes,Yes,2,0,2,Credit card (automatic),$23.90,1663.5,No,70
1557-EMYVT,Female,0,No,No,2,2,2,Credit card (automatic),$115.05,4895.1,No,43
1559-DTODC,Male,0,No,No,0,1,0,Bank transfer (automatic),$25.15,468.35,No,19
1561-BWHIN,Male,0,Yes,Yes,1,0,1,Mailed check,$19.80,344.5,No,17
1563-IWQEX,Female,0,No,No,1,0,0,Mailed check,$19.70,220.35,No,11
1564-HJUVY,Male,0,No,No,1,1,0,Bank transfer (automatic),$63.75,226.2,No,4
1564-NTYXF,Female,1,No,No,2,2,0,Electronic check,$82.00,1127.2,Yes,14
1565-RHDJD,Female,0,No,Yes,2,2,0,Bank transfer (automatic),$84.05,333.55,Yes,4
1567-DSCIC,Male,0,No,No,2,2,0,Electronic check,$94.00,773.65,Yes,8
1568-BEKZM,Male,1,Yes,No,2,1,2,Credit card (automatic),$90.05,6333.4,No,70
1568-LJSZU,Male,0,Yes,Yes,2,1,2,Credit card (automatic),$92.20,6392.85,No,69
1569-TTNYJ,Male,0,Yes,No,2,2,0,Electronic check,$78.75,412.1,Yes,5
1571-SAVHK,Male,0,No,No,2,2,0,Mailed check,$99.95,1132.75,Yes,11
1573-LGXBA,Male,0,Yes,Yes,1,2,1,Credit card (automatic),$97.55,5598,No,57
1574-DYCWE,Female,0,Yes,Yes,1,0,2,Mailed check,$19.95,1028.75,No,52
1575-KRZZE,Female,0,No,No,1,1,0,Electronic check,$55.20,220.65,No,4
1576-PFZIW,Male,1,Yes,No,1,2,2,Credit card (automatic),$105.35,7511.9,No,71
1577-HKTFG,Female,0,Yes,No,1,0,0,Bank transfer (automatic),$19.65,655.85,Yes,33
1579-KLYDT,Male,0,No,No,2,2,0,Electronic check,$90.45,593.45,Yes,7
1580-BMCMR,Male,1,No,No,1,2,0,Electronic check,$87.30,1637.3,No,19
1582-RAFML,Male,0,No,No,2,1,0,Mailed check,$60.10,60.1,Yes,1
1583-IHQZE,Male,0,No,No,2,2,0,Mailed check,$112.95,1384.75,Yes,12
1585-MQSSU,Male,0,No,No,1,1,0,Mailed check,$51.50,900.5,Yes,17
1587-FKLZB,Male,1,Yes,Yes,2,2,0,Credit card (automatic),$99.50,6822.15,Yes,69
1589-AGTLK,Male,0,No,No,1,1,0,Electronic check,$45.35,141.5,Yes,3
1591-MQJTP,Male,1,Yes,No,2,2,1,Bank transfer (automatic),$93.65,4839.15,No,52
1591-NFNLQ,Male,0,No,No,2,2,0,Credit card (automatic),$80.00,4242.35,Yes,53
1591-XWLGB,Female,0,Yes,No,1,0,2,Credit card (automatic),$19.85,1379.6,No,70
1596-BBVTG,Male,0,No,No,2,2,0,Credit card (automatic),$75.35,2636.05,Yes,35
1596-OQSPS,Female,0,No,No,1,1,0,Electronic check,$51.10,531.15,No,10
1597-FZREH,Female,0,No,No,1,1,0,Electronic check,$76.40,160.8,Yes,2
1597-LHYNC,Female,1,No,No,2,2,0,Electronic check,$95.00,2497.2,Yes,26
1599-EAHXY,Male,0,Yes,Yes,2,0,1,Credit card (automatic),$23.95,1506.4,No,63
1599-MMYRQ,Male,0,Yes,Yes,1,2,1,Credit card (automatic),$81.45,4983.05,No,61
1600-DILPE,Female,0,No,No,1,1,0,Bank transfer (automatic),$45.00,524.35,No,12
1602-IJQQE,Female,0,No,No,2,2,0,Electronic check,$75.35,338.1,Yes,4
1608-GMEWB,Male,1,No,No,2,2,0,Bank transfer (automatic),$93.90,4200.25,No,45
1612-EOHDH,Female,0,No,No,1,1,0,Electronic check,$45.15,45.15,Yes,1
1614-JBEBI,Female,0,No,No,1,0,0,Mailed check,$20.70,137.6,No,7
1618-CFHME,Female,0,No,No,2,2,0,Electronic check,$75.90,143.35,Yes,2
1619-YWUBB,Female,0,Yes,No,2,0,2,Credit card (automatic),$24.95,1614.9,No,65
1621-YNCJH,Female,0,Yes,No,2,2,2,Credit card (automatic),$106.05,3834.4,No,36
1622-HSHSF,Female,0,No,No,1,0,0,Mailed check,$19.55,19.55,No,1
1623-NLDOT,Female,0,Yes,No,0,1,1,Mailed check,$33.55,1445.3,Yes,43
1624-NALOJ,Male,1,No,No,2,2,0,Electronic check,$89.80,502.6,Yes,6
